url,price
https://www.list.am/item/19969123,$81000
https://www.list.am/item/19979327,$62000
https://www.list.am/item/19969310,$59000
https://www.list.am/item/19995512,$280000
https://www.list.am/item/19916751,30000000 ֏
https://www.list.am/item/19951420,$107000
https://www.list.am/item/19943491,$62000
https://www.list.am/item/19715785,$132500
https://www.list.am/item/18485428,360000 ֏
https://www.list.am/item/18475921,$185000
